Surname,Pays,Sexe,Age,Score_Credit,Avoirs,Revenus_annuels,Carte_Platine,Nb_Contrats_Vie,Client_Patrimonial,Anciennete,Resiliation
Fetherstonhaugh,France,Female,29.0,507.0,188698.94,371253.36,0.0,2.0,0.0,13.0,0
Cartwright,,Male,36.0,656.0,205572.16,52956.72,0.0,2.0,1.0,25.0,0
Tao,France,,40.0,641.0,10000.0,263993.34,1.0,1.0,0.0,22.0,0
Chao,France,,33.0,748.0,295290.86,148265.32,0.0,1.0,0.0,,0
Price,France,Male,51.0,512.0,299906.62,340070.34,1.0,1.0,1.0,19.0,0
Madueke,France,Female,26.0,528.0,214147.34,,0.0,2.0,,31.0,0
Elkins,Germany,Male,33.0,742.0,373313.02,225335.82,1.0,1.0,1.0,1.0,0
Tsui,Germany,Male,33.0,757.0,254177.34,95162.18,1.0,1.0,0.0,4.0,0
Tuan,Spain,Female,26.0,597.0,10000.0,230506.4,1.0,2.0,0.0,22.0,0
Boyle,France,Female,32.0,528.0,181231.32,322384.86,1.0,2.0,0.0,13.0,0
Yen,France,Female,37.0,472.0,10000.0,106715.8,1.0,2.0,1.0,4.0,0
Jackson,France,Female,35.0,627.0,,396044.88,,2.0,1.0,22.0,0
Moore,France,Male,31.0,797.0,10000.0,59497.78,1.0,2.0,1.0,28.0,0
Johnston,Spain,Female,35.0,598.0,10000.0,187317.46,0.0,3.0,1.0,25.0,0
Wallis,Spain,Female,57.0,673.0,10000.0,109368.18,1.0,2.0,1.0,13.0,0
Pirozzi,France,Male,30.0,775.0,10000.0,108675.68,1.0,2.0,0.0,13.0,0
Shelton,France,Male,66.0,850.0,10000.0,138701.6,0.0,2.0,1.0,13.0,0
Clancy,Spain,Male,31.0,529.0,10000.0,31251.82,1.0,1.0,0.0,19.0,0
Haworth,Germany,Male,32.0,612.0,223041.46,364184.32,1.0,2.0,0.0,28.0,0
Coates,France,Male,23.0,704.0,,321646.4,1.0,1.0,1.0,19.0,0
Azubuike,Germany,Female,43.0,556.0,,159709.94,1.0,1.0,1.0,13.0,0
Watt,France,Female,29.0,702.0,186757.2,187100.56,,1.0,0.0,31.0,0
Angelo,Germany,Female,37.0,651.0,245582.12,161675.16,1.0,2.0,,31.0,0
Lettiere,Spain,Female,46.0,640.0,10000.0,188086.38,1.0,2.0,0.0,25.0,0
Titheradge,France,Male,38.0,535.0,181964.14,28476.7,1.0,1.0,0.0,25.0,0
Berry,Spain,Female,39.0,579.0,313926.52,327897.26,1.0,2.0,0.0,7.0,0
Arcuri,France,Female,40.0,461.0,10000.0,363095.6,1.0,2.0,0.0,,0
Sun,Spain,Male,,614.0,,122918.9,0.0,1.0,0.0,10.0,0
Bellucci,France,Male,18.0,727.0,277101.34,103882.82,1.0,1.0,1.0,13.0,0
Kao,Spain,Female,74.0,759.0,267835.68,106489.28,1.0,1.0,,19.0,0
Tyndall,France,Male,61.0,705.0,10000.0,392627.4,1.0,2.0,1.0,13.0,0
Lavrentiev,France,Male,49.0,738.0,223541.64,256998.54,1.0,1.0,0.0,,0
McKenzie,Germany,Male,33.0,640.0,173354.44,79851.12,0.0,2.0,0.0,25.0,0
Hsiung,France,Male,,585.0,10000.0,198566.18,1.0,2.0,0.0,22.0,0
Grant,France,Male,32.0,620.0,10000.0,79331.58,1.0,2.0,1.0,22.0,0
Martin,Spain,Female,39.0,734.0,195273.92,261342.58,1.0,2.0,1.0,10.0,0
Ritchie,France,Male,45.0,808.0,247253.1,304264.92,1.0,2.0,0.0,22.0,0
Ibeabuchi,France,Male,44.0,701.0,10000.0,56851.56,,2.0,0.0,22.0,0
Moss,Spain,,41.0,836.0,310605.68,322072.38,1.0,1.0,1.0,22.0,0
Holloway,France,Male,38.0,682.0,224384.76,41338.34,1.0,1.0,1.0,,0
Solomon,Germany,Female,29.0,778.0,256458.92,372442.18,,1.0,,22.0,0
Averyanov,Germany,Male,21.0,714.0,182805.04,64661.18,0.0,2.0,0.0,19.0,0
Tao,Germany,Female,42.0,601.0,277272.32,216631.48,0.0,1.0,1.0,,0
Thompson,,Male,47.0,673.0,10000.0,227524.32,0.0,2.0,0.0,4.0,0
Jobson,France,Male,46.0,787.0,245370.62,196720.7,1.0,2.0,1.0,22.0,0
Ch'eng,Germany,Male,41.0,619.0,305948.32,351037.66,1.0,2.0,0.0,10.0,0
Brim,Spain,Female,66.0,532.0,10000.0,240454.04,1.0,1.0,1.0,10.0,0
Robinson,Spain,Female,55.0,689.0,10000.0,126884.5,1.0,2.0,1.0,13.0,0
Babbage,France,Female,40.0,790.0,10000.0,151214.2,1.0,2.0,1.0,28.0,0
Endrizzi,Germany,Male,28.0,660.0,351780.1,93517.8,1.0,2.0,0.0,7.0,0
Hancock,,Female,41.0,,292324.16,111816.96,1.0,1.0,0.0,31.0,0
Lowe,Germany,Male,32.0,528.0,208184.9,232299.96,0.0,1.0,1.0,7.0,0
H?,France,Male,38.0,646.0,10000.0,13056.8,1.0,2.0,0.0,22.0,0
Davidson,Spain,Male,25.0,714.0,10000.0,275958.86,1.0,1.0,1.0,7.0,0
De Neeve,Germany,Male,38.0,666.0,209625.76,326715.94,1.0,2.0,1.0,19.0,0
Buckley,France,Male,35.0,642.0,,254509.72,0.0,1.0,1.0,7.0,0
Santana,France,Male,30.0,737.0,,73857.0,0.0,1.0,0.0,25.0,0
Baresi,France,,22.0,554.0,10000.0,295341.22,0.0,2.0,1.0,25.0,0
Barese,France,Female,30.0,739.0,10000.0,255208.88,0.0,1.0,0.0,19.0,0
Cumbrae-Stewart,Spain,Female,26.0,679.0,163108.12,379600.54,1.0,1.0,1.0,10.0,0
Welch,France,Female,38.0,535.0,281838.66,170851.3,1.0,1.0,0.0,,0
McKenzie,France,Male,34.0,806.0,10000.0,211619.98,0.0,2.0,0.0,19.0,0
Buckley,France,Male,32.0,779.0,,182613.5,1.0,1.0,0.0,,0
Leonard,France,Male,38.0,670.0,10000.0,165728.82,1.0,2.0,1.0,22.0,0
T'ao,France,Male,30.0,694.0,10000.0,40078.82,0.0,3.0,1.0,7.0,0
Golovanov,France,Male,26.0,508.0,421924.0,322848.8,1.0,1.0,0.0,22.0,0
Hou,France,Male,32.0,600.0,10000.0,213972.32,1.0,1.0,1.0,4.0,0
Zaytseva,Spain,Female,38.0,624.0,10000.0,,,2.0,0.0,25.0,0
Ch'in,,Male,26.0,758.0,321479.52,353104.04,1.0,1.0,0.0,13.0,0
Jones,Spain,Female,44.0,692.0,10000.0,328138.74,0.0,1.0,1.0,25.0,0
Henderson,Spain,Female,36.0,752.0,10000.0,107010.2,,2.0,1.0,10.0,0
Marino,France,Male,23.0,545.0,10000.0,389226.24,1.0,2.0,0.0,7.0,0
Liu,France,Male,67.0,630.0,10000.0,64660.54,1.0,2.0,1.0,16.0,0
Amechi,Spain,Female,38.0,698.0,353696.76,43914.9,0.0,1.0,,4.0,0
Palerma,Spain,Female,49.0,678.0,10000.0,214945.8,1.0,2.0,1.0,4.0,0
Mazzi,Germany,Female,33.0,785.0,264422.9,393923.66,0.0,1.0,0.0,19.0,0
McKay,Spain,Male,67.0,580.0,317892.28,24837.84,1.0,1.0,1.0,10.0,0
Achebe,Germany,Male,38.0,681.0,373608.68,125035.42,1.0,2.0,1.0,19.0,0
Yuan,France,Female,38.0,694.0,401852.78,181045.68,1.0,1.0,1.0,16.0,0
Tung,France,Male,38.0,639.0,10000.0,95725.64,1.0,1.0,0.0,10.0,0
Udinese,Germany,Female,37.0,648.0,287007.02,124431.7,1.0,2.0,0.0,22.0,0
Marino,France,Female,35.0,494.0,235454.12,377505.82,1.0,2.0,0.0,28.0,0
Scott,France,Female,30.0,740.0,220419.08,13705.16,1.0,,0.0,25.0,0
Wilsmore,France,Male,39.0,782.0,10000.0,77899.34,1.0,2.0,,25.0,0
Hardy,France,Male,69.0,721.0,226848.38,366836.7,1.0,1.0,1.0,7.0,0
Shen,France,Male,40.0,644.0,196366.38,157764.98,1.0,1.0,0.0,25.0,0
Hsiao,France,Male,47.0,745.0,10000.0,301579.42,0.0,2.0,0.0,16.0,0
Boyle,France,Female,33.0,544.0,10000.0,258226.08,1.0,2.0,1.0,19.0,0
Nwabugwu,Spain,Female,22.0,,10000.0,218340.96,1.0,,0.0,22.0,0
Rose,France,Female,31.0,674.0,10000.0,267908.1,1.0,1.0,0.0,4.0,0
Scott,Spain,Female,35.0,635.0,10000.0,141903.3,1.0,2.0,1.0,22.0,0
McGarry,France,Male,35.0,430.0,247788.44,15847.22,0.0,1.0,0.0,4.0,0
Wei,Germany,Male,29.0,814.0,273937.14,305387.84,1.0,2.0,1.0,4.0,0
Ifeanacho,Spain,Male,25.0,599.0,10000.0,251580.04,1.0,2.0,1.0,10.0,0
Hopkins,,Male,39.0,701.0,10000.0,175053.84,1.0,2.0,1.0,7.0,0
Wu,France,Female,30.0,633.0,10000.0,93284.58,0.0,2.0,0.0,19.0,0
McKenzie,France,Male,47.0,596.0,10000.0,159671.3,1.0,1.0,0.0,19.0,0
Lloyd,Spain,Female,36.0,563.0,297360.94,137062.38,1.0,2.0,1.0,13.0,0
Cox,France,Female,30.0,656.0,158646.4,55858.16,1.0,1.0,1.0,13.0,0
Bates,France,Female,,781.0,10000.0,365406.3,1.0,2.0,0.0,13.0,0
Dyer,Germany,Male,27.0,621.0,158596.86,115163.92,1.0,1.0,1.0,4.0,0
Chiang,Spain,Male,23.0,651.0,241272.1,150801.72,1.0,2.0,0.0,13.0,0
Mackenzie,Germany,Male,41.0,641.0,218811.08,44768.42,1.0,3.0,0.0,22.0,0
McGregor,France,Female,34.0,646.0,272566.22,271001.3,0.0,1.0,0.0,10.0,0
Bailey,France,,24.0,704.0,306394.3,375550.16,1.0,2.0,0.0,7.0,0
Duncan,France,Female,71.0,606.0,10000.0,349483.92,1.0,2.0,1.0,25.0,0
Hung,France,Female,33.0,629.0,10000.0,,1.0,2.0,1.0,19.0,0
Fowler,Spain,Male,41.0,638.0,10000.0,97778.82,1.0,2.0,0.0,22.0,0
Porter,Spain,Female,23.0,,10000.0,316458.38,1.0,2.0,0.0,19.0,0
Fleming,Spain,Male,35.0,680.0,10000.0,297548.12,0.0,2.0,,28.0,0
Chiedozie,France,,44.0,718.0,277732.44,288098.48,0.0,1.0,1.0,,0
Ojiofor,Germany,Female,34.0,765.0,283459.02,104116.42,0.0,2.0,0.0,25.0,0
Hsueh,Spain,Female,39.0,712.0,336195.1,57404.84,1.0,2.0,1.0,16.0,0
McCulloch,France,Female,40.0,578.0,10000.0,214467.46,0.0,2.0,0.0,22.0,0
Solomina,Spain,Female,30.0,668.0,10000.0,286931.4,1.0,2.0,0.0,25.0,0
Zetticci,France,Female,37.0,698.0,342356.04,153945.9,1.0,2.0,1.0,7.0,0
Hughes,Spain,Female,48.0,,10000.0,283102.5,1.0,2.0,1.0,7.0,0
T'ien,France,Male,92.0,705.0,262152.48,78873.66,1.0,2.0,1.0,4.0,0
Genovesi,France,Female,33.0,607.0,192603.44,271649.14,0.0,,1.0,25.0,0
Y?an,France,Female,35.0,609.0,305800.86,290000.58,1.0,1.0,0.0,7.0,0
Yang,Germany,Female,41.0,619.0,194935.16,86540.94,1.0,1.0,0.0,16.0,0
Gallagher,Germany,Male,50.0,,300590.62,65629.48000000001,1.0,2.0,1.0,,0
Olisaemeka,France,Male,39.0,665.0,102647.14,283624.04,1.0,1.0,0.0,31.0,0
McIntyre,France,Male,42.0,567.0,10000.0,,1.0,2.0,1.0,7.0,0
Young,Spain,Male,37.0,588.0,10000.0,385633.18,0.0,2.0,1.0,7.0,0
Reed,Spain,Female,43.0,581.0,350345.8,210472.04,0.0,1.0,1.0,13.0,0
Black,France,Female,31.0,671.0,,215362.64,0.0,1.0,1.0,22.0,0
Munro,Spain,Male,35.0,848.0,250093.48,179421.3,1.0,2.0,0.0,16.0,0
K?,Spain,Male,44.0,598.0,10000.0,,1.0,2.0,0.0,25.0,0
Walker,Germany,Male,36.0,699.0,304275.48,77375.8,1.0,1.0,1.0,19.0,0
Feng,France,Female,34.0,481.0,10000.0,260506.92,1.0,2.0,1.0,16.0,0
Power,Germany,Male,35.0,661.0,244424.36,176104.06,1.0,1.0,1.0,7.0,0
Nebechi,,Female,39.0,659.0,219004.22,51305.38,1.0,1.0,0.0,4.0,0
Duncan,Spain,Female,36.0,710.0,10000.0,176412.38,0.0,2.0,0.0,25.0,0
Hs?,Germany,Male,29.0,,224467.7,59849.84,1.0,2.0,0.0,4.0,0
Chidiebere,France,Female,63.0,681.0,10000.0,120108.96,1.0,2.0,1.0,22.0,0
Tseng,France,Male,35.0,651.0,183823.6,358188.48,1.0,1.0,0.0,7.0,0
Power,Spain,Male,25.0,670.0,10000.0,166717.88,1.0,2.0,1.0,19.0,0
Yang,Germany,Male,37.0,721.0,206919.2,191643.32,0.0,1.0,0.0,13.0,0
Boni,Germany,Male,40.0,,299515.94,343312.36,1.0,2.0,1.0,4.0,0
Conti,Germany,Female,43.0,605.0,260677.6,57940.26,1.0,2.0,0.0,25.0,0
Volkov,France,Male,35.0,521.0,202847.68,30976.88,1.0,1.0,0.0,19.0,0
Anderson,France,Female,35.0,,10000.0,315687.06,1.0,2.0,1.0,25.0,0
Grave,Spain,Female,46.0,512.0,10000.0,122816.28,,2.0,1.0,10.0,0
Fraser,France,Female,35.0,569.0,197869.26,379496.46,1.0,1.0,0.0,13.0,0
Craig,Spain,Male,35.0,597.0,265021.98,320712.68,1.0,1.0,1.0,1.0,0
Duncan,France,Female,42.0,583.0,10000.0,44879.32,1.0,2.0,0.0,13.0,0
O'Callaghan,Germany,Female,28.0,559.0,314529.62,138484.62,0.0,1.0,0.0,10.0,0
Chiekwugo,Germany,Male,22.0,566.0,299909.5,214492.0,1.0,2.0,0.0,22.0,0
Bustard,,Male,20.0,706.0,10000.0,34736.22,1.0,2.0,1.0,25.0,0
Fowler,France,Male,33.0,740.0,269149.96,256600.76,1.0,1.0,1.0,4.0,0
Davidson,Spain,Male,29.0,,197667.72,,0.0,1.0,1.0,25.0,0
Bishop,France,Female,60.0,,296524.08,269125.48,,1.0,1.0,22.0,0
Y?an,France,Female,,696.0,10000.0,392148.22,0.0,2.0,0.0,25.0,0
Gordon,France,Male,34.0,712.0,10000.0,400104.24,1.0,2.0,1.0,4.0,0
Khan,France,Male,36.0,439.0,341072.56,257913.66,1.0,2.0,1.0,7.0,0
Severson,France,Female,43.0,755.0,10000.0,46133.38,1.0,,,28.0,0
T'ao,France,Female,29.0,544.0,247121.1,338274.72,,1.0,1.0,4.0,0
Hewitt,France,,44.0,535.0,238855.72,282660.52,1.0,1.0,1.0,7.0,0
Rowe,Spain,Female,45.0,737.0,10000.0,365391.34,0.0,2.0,1.0,7.0,0
Chao,,,42.0,620.0,223841.82,249494.16,0.0,1.0,,13.0,0
Kincaid,France,Male,25.0,521.0,10000.0,325757.34,1.0,2.0,1.0,22.0,0
Chubb,France,Male,26.0,607.0,10000.0,69636.4,1.0,1.0,0.0,4.0,0
Pisani,France,Male,60.0,429.0,10000.0,337382.96,1.0,2.0,1.0,22.0,0
Dellucci,France,Male,36.0,562.0,,75690.64,1.0,2.0,0.0,19.0,0
Millar,Spain,Female,33.0,730.0,,363153.24,0.0,2.0,0.0,28.0,0
Mahmood,France,Male,22.0,639.0,10000.0,66377.92,1.0,2.0,0.0,13.0,0
Azubuike,France,Female,35.0,533.0,10000.0,385800.24,1.0,2.0,1.0,25.0,0
Yermakov,France,Female,35.0,578.0,10000.0,,0.0,2.0,1.0,7.0,0
Bledsoe,Germany,Female,48.0,624.0,254776.76,70040.18,0.0,2.0,0.0,10.0,0
Tung,France,Female,34.0,655.0,10000.0,329277.54,1.0,2.0,0.0,10.0,0
Golubev,France,Female,29.0,734.0,289989.32,45489.44,1.0,1.0,0.0,,0
Hou,France,,41.0,609.0,10000.0,235170.38,0.0,1.0,1.0,19.0,0
Korovin,Spain,Female,36.0,526.0,192264.36,126223.42,0.0,1.0,,16.0,0
Skinner,France,Female,,614.0,10000.0,16685.239999999998,1.0,2.0,1.0,4.0,0
Ponomarev,Spain,Male,74.0,712.0,10000.0,312851.64,0.0,2.0,0.0,16.0,0
Power,France,Male,29.0,681.0,10000.0,142734.66,1.0,,0.0,25.0,0
Milano,Spain,Female,49.0,630.0,10000.0,335716.58,0.0,2.0,1.0,4.0,0
Reid,Spain,Female,33.0,765.0,179115.64,148078.86,1.0,1.0,1.0,16.0,0
Champion,France,Male,44.0,680.0,227449.96,154660.92,0.0,1.0,1.0,22.0,0
Lo,France,Male,28.0,821.0,10000.0,102145.04,1.0,2.0,0.0,7.0,0
Whitehead,France,Female,44.0,708.0,333775.62,179740.46,1.0,2.0,0.0,7.0,0
Tang,Germany,Male,,666.0,116026.58,234445.28,1.0,2.0,1.0,,0
Brookes,France,Female,30.0,775.0,392183.48,202340.76,1.0,2.0,1.0,31.0,0
Vorobyova,France,Male,29.0,757.0,270612.98,164938.76,1.0,1.0,0.0,25.0,0
Thompson,France,Male,29.0,633.0,270412.56,379309.74,1.0,1.0,0.0,31.0,0
Mackenzie,Spain,Male,23.0,578.0,10000.0,234249.96,1.0,2.0,0.0,25.0,0
Tu,Spain,Female,40.0,789.0,10000.0,284804.54,1.0,2.0,0.0,13.0,0
Bowman,Germany,Male,28.0,712.0,301210.88,197767.06,0.0,1.0,1.0,13.0,0
William,France,Male,37.0,634.0,240691.72,347563.6,0.0,2.0,0.0,16.0,0
Jefferies,Germany,Male,43.0,686.0,279792.06,205694.1,1.0,1.0,1.0,7.0,0
Holden,France,Female,,619.0,190826.24,51110.42,1.0,,1.0,,0
Hill,Spain,Female,45.0,643.0,311680.06,321032.7,1.0,2.0,0.0,28.0,0
Chinonyelum,Spain,,52.0,634.0,10000.0,,1.0,2.0,1.0,4.0,0
Davidson,Germany,Male,38.0,795.0,261806.44,264137.84,1.0,2.0,1.0,22.0,0
Burton,France,Male,39.0,669.0,248904.06,353151.08,,1.0,1.0,10.0,0
Walton,France,Male,29.0,546.0,10000.0,199647.9,1.0,1.0,1.0,16.0,0
Buckner,,Male,25.0,723.0,10000.0,279018.94,1.0,2.0,1.0,10.0,0
Ni,Germany,Female,44.0,635.0,168129.7,236583.5,0.0,2.0,1.0,7.0,0
Ballard,Germany,Female,25.0,604.0,325561.68,126853.62,1.0,2.0,1.0,16.0,0
Pickering,,Female,31.0,710.0,10000.0,50162.6,1.0,2.0,0.0,4.0,0
Yermakova,Germany,Male,36.0,678.0,245729.7,65238.12,1.0,2.0,0.0,4.0,0
Onyeorulu,France,Female,34.0,506.0,190615.24,328470.58,1.0,1.0,1.0,13.0,0
Onyemachukwu,Spain,Female,29.0,850.0,10000.0,199630.08,1.0,2.0,1.0,31.0,0
Li Fonti,France,Female,34.0,500.0,10000.0,35667.92,1.0,2.0,0.0,13.0,0
Scott,France,Female,34.0,807.0,10000.0,238896.26,0.0,1.0,0.0,4.0,0
Chukwumaobim,France,Female,29.0,,153992.58,79714.92,1.0,1.0,1.0,28.0,0
Fallaci,Spain,Male,36.0,557.0,,206826.2,1.0,1.0,0.0,4.0,0
Hunter,France,Male,33.0,563.0,10000.0,147630.1,0.0,2.0,1.0,25.0,0
Johnson,Spain,,,667.0,10000.0,147747.6,1.0,2.0,0.0,28.0,0
Murray,France,Male,29.0,531.0,239181.16,161170.96,0.0,1.0,0.0,10.0,0
McCaffrey,Spain,,34.0,828.0,10000.0,173707.96,1.0,2.0,1.0,,0
Chibueze,France,Male,40.0,765.0,286067.1,145944.9,,1.0,1.0,19.0,0
Onio,,Male,,503.0,210525.76,325842.5,1.0,2.0,1.0,,0
Iadanza,Spain,Male,33.0,781.0,10000.0,95112.66,1.0,2.0,1.0,10.0,0
T'ang,France,Male,42.0,636.0,10000.0,120941.56,1.0,2.0,1.0,7.0,0
Montes,France,Female,38.0,519.0,260657.12,386451.34,1.0,1.0,0.0,22.0,0
Burns,France,Male,56.0,585.0,286454.38,120575.68,1.0,2.0,1.0,13.0,0
Duncan,France,Female,41.0,506.0,10000.0,73532.6,1.0,2.0,0.0,4.0,0
McLean,France,Female,26.0,790.0,,206618.54,0.0,2.0,0.0,13.0,0
Utz,France,Male,45.0,702.0,171587.16,64949.62,1.0,1.0,1.0,1.0,0
Uchechukwu,France,Female,,636.0,258533.72,211133.62,0.0,1.0,0.0,31.0,0
Feng,Spain,Male,44.0,695.0,10000.0,151948.26,1.0,2.0,1.0,25.0,0
Chukwudi,France,Female,60.0,633.0,148730.5,30576.48,1.0,1.0,1.0,25.0,0
Nwachukwu,France,Male,34.0,528.0,261133.8,363526.54,1.0,1.0,1.0,4.0,0
Wood,Germany,Male,24.0,682.0,125859.62,116268.6,0.0,2.0,0.0,28.0,0
Mann,Spain,Male,51.0,802.0,10000.0,91711.58,0.0,1.0,1.0,22.0,0
McKenzie,France,Male,37.0,828.0,10000.0,199690.9,1.0,2.0,0.0,13.0,0
Fenton,France,Female,27.0,614.0,222829.14,165001.62,0.0,2.0,0.0,28.0,0
Ts'ai,France,Male,40.0,408.0,10000.0,259748.46,0.0,2.0,0.0,,0
McClemans,Germany,Male,33.0,592.0,323141.72,84280.4,1.0,1.0,1.0,7.0,0
Hsu,Spain,Male,54.0,508.0,10000.0,361498.72,1.0,1.0,1.0,31.0,0
Rios,,Male,23.0,631.0,10000.0,37626.48,1.0,2.0,0.0,10.0,0
Hill,France,Male,33.0,753.0,255136.1,175641.7,1.0,,1.0,16.0,0
Palmer,France,,22.0,719.0,238831.68,364994.8,1.0,1.0,1.0,22.0,0
Cocci,Spain,Female,59.0,745.0,10000.0,82249.96,1.0,1.0,1.0,25.0,0
Clements,,Male,47.0,654.0,,350963.96,1.0,2.0,0.0,31.0,0
Read,France,Male,31.0,496.0,10000.0,197426.26,1.0,2.0,0.0,16.0,0
Bishop,Spain,Male,28.0,647.0,309188.04,214650.38,,2.0,0.0,19.0,0
Liang,Germany,Female,26.0,652.0,273816.7,368539.58,1.0,1.0,1.0,4.0,0
Bogolyubova,France,Male,44.0,696.0,333779.58,161124.94,0.0,1.0,0.0,25.0,0
Fields,France,Male,,,10000.0,407852.72,0.0,2.0,1.0,10.0,0
Han,France,Female,,605.0,10000.0,11381.68,0.0,1.0,1.0,19.0,0
Murray,Germany,Male,26.0,718.0,305054.06,112199.12,0.0,1.0,0.0,22.0,0
Packham,Spain,Male,27.0,775.0,10000.0,91614.52,1.0,1.0,1.0,13.0,0
Liao,Spain,Male,42.0,620.0,252980.1,68593.48000000001,1.0,1.0,1.0,28.0,0
French,France,Female,32.0,543.0,304513.72,235543.9,1.0,1.0,0.0,22.0,0
Fleming,France,Male,64.0,544.0,237658.9,258682.98,1.0,1.0,1.0,28.0,0
Wu,France,Female,53.0,641.0,257671.04,330221.3,0.0,2.0,1.0,1.0,0
MacPherson,France,Male,44.0,682.0,240564.6,57532.8,0.0,1.0,0.0,10.0,0
Gray,France,Male,32.0,675.0,10000.0,181802.18,1.0,3.0,0.0,4.0,0
Fu,Spain,Male,38.0,661.0,296013.4,41301.78,1.0,1.0,1.0,22.0,0
Brady,Spain,Male,37.0,636.0,240274.52,114968.02,1.0,1.0,0.0,4.0,0
Lear,France,Female,31.0,678.0,10000.0,270893.3,0.0,2.0,1.0,4.0,0
Onyekaozulu,Germany,Female,44.0,498.0,251405.34,206351.48,1.0,2.0,1.0,7.0,0
Bennet,Spain,Male,,800.0,10000.0,113106.86,1.0,,0.0,4.0,0
Clark,France,Male,32.0,668.0,,11554.74,1.0,2.0,1.0,22.0,0
Watt,France,Male,34.0,606.0,10000.0,333942.84,,1.0,0.0,16.0,0
Aksyonov,France,Female,25.0,527.0,,203517.16,0.0,2.0,1.0,,0
Lee,Germany,Female,49.0,714.0,291021.78,293829.88,1.0,1.0,,16.0,0
Bibi,Germany,Female,25.0,815.0,280323.34,282142.1,1.0,1.0,1.0,25.0,0
Lorenzo,France,Male,36.0,594.0,317760.3,280863.44,0.0,1.0,0.0,19.0,0
Bianchi,France,Female,50.0,648.0,215071.14,389086.38,1.0,1.0,1.0,28.0,0
Avdeev,Spain,Male,44.0,733.0,222141.78,213234.86,0.0,1.0,1.0,10.0,0
Fang,Spain,Female,48.0,454.0,299675.58,196303.54,1.0,,1.0,16.0,0
Hooker,Germany,Male,37.0,807.0,270220.9,354195.9,0.0,2.0,,31.0,0
Walker,Spain,Female,30.0,653.0,186486.58,203316.52,1.0,2.0,,7.0,0
Robertson,Germany,Male,34.0,595.0,185934.84,322619.04,0.0,2.0,1.0,7.0,0
Nnanna,Germany,Male,29.0,686.0,380758.04,139358.14,1.0,1.0,0.0,10.0,0
Flannagan,Spain,Male,31.0,675.0,191652.54,130541.74,1.0,2.0,0.0,7.0,0
Fenton,France,Female,27.0,614.0,222829.14,165001.62,0.0,2.0,0.0,28.0,0
Boyle,France,Male,35.0,594.0,277706.54,140723.32,1.0,1.0,1.0,7.0,0
Mai,France,Male,25.0,445.0,10000.0,248851.88,1.0,2.0,0.0,19.0,0
Wisdom,Germany,Female,23.0,,257151.02,200296.56,0.0,1.0,1.0,28.0,0
Hughes,France,Female,39.0,850.0,168519.98,383821.48,0.0,1.0,1.0,22.0,0
Tyler,France,Male,25.0,665.0,191841.5,234513.14,0.0,1.0,,22.0,0
Ogbonnaya,Germany,Female,32.0,728.0,265544.2,315286.96,1.0,2.0,1.0,28.0,0
Coffey,France,Female,44.0,625.0,10000.0,,1.0,1.0,0.0,22.0,0
Sutherland,Spain,Male,25.0,730.0,344771.62,122615.02,1.0,1.0,1.0,16.0,0
Ko,Germany,Female,30.0,628.0,274702.58,158338.26,1.0,2.0,1.0,28.0,0
Kapustin,,Male,33.0,545.0,,224859.42,0.0,2.0,1.0,4.0,0
Akabueze,Spain,Female,26.0,726.0,171560.32,48451.7,1.0,1.0,,4.0,0
Meng,Spain,Female,39.0,786.0,10000.0,211859.18,0.0,2.0,0.0,22.0,0
Milani,France,Female,30.0,483.0,10000.0,282713.94,0.0,2.0,0.0,28.0,0
Tyler,France,Female,30.0,770.0,10000.0,211114.06,1.0,2.0,0.0,,0
Greece,Spain,Female,36.0,743.0,195433.92,77387.56,1.0,1.0,1.0,25.0,0
Seleznyov,Germany,Female,32.0,654.0,239021.7,262286.46,1.0,1.0,,4.0,0
Somerville,France,Female,31.0,759.0,229697.2,94025.1,1.0,1.0,1.0,4.0,0
Davidson,Spain,Male,39.0,754.0,350369.98,189186.52,1.0,2.0,0.0,19.0,0
Yevdokimova,France,Male,30.0,683.0,231659.04,59877.68,0.0,2.0,0.0,,0
Woods,France,Female,27.0,684.0,255100.1,285671.64,0.0,2.0,1.0,28.0,0
Azubuike,Germany,Male,41.0,564.0,217045.5,78676.42,1.0,2.0,1.0,28.0,0
Jibunoh,Spain,Male,30.0,638.0,283617.06,223285.94,1.0,2.0,1.0,28.0,0
Hayward,France,Male,43.0,695.0,210842.2,212282.56,1.0,1.0,1.0,4.0,0
Norton,France,Male,34.0,702.0,210109.54,228992.9,,1.0,0.0,13.0,0
Patterson,France,Male,30.0,751.0,,279644.1,0.0,1.0,,10.0,0
Lucas,Spain,Male,46.0,,10000.0,54745.56,1.0,1.0,0.0,13.0,0
Unwin,France,Female,34.0,665.0,145633.44,69283.16,1.0,1.0,1.0,16.0,0
Webb,Germany,Female,26.0,703.0,204662.38,137434.97999999998,1.0,1.0,0.0,4.0,0
Mitchell,France,Female,35.0,,246547.66,16173.78,0.0,1.0,1.0,19.0,0
Lung,France,Female,36.0,679.0,10000.0,14486.82,1.0,2.0,1.0,10.0,0
Stonebraker,France,Female,36.0,438.0,10000.0,138841.0,1.0,2.0,0.0,13.0,0
Pisano,France,Male,47.0,613.0,302069.48,164292.28,1.0,1.0,1.0,19.0,0
Azuka,France,Male,36.0,593.0,150362.96,171216.24,1.0,2.0,0.0,7.0,0
